timestamp,open,high,low,close,volume,rate_of_return
2021-06-03,0.41,0.4142,0.3753,0.4012,7215712.5,
2021-06-04,0.4014,0.403,0.3506,0.3766,20804710.6,-0.061316051844466646
2021-06-05,0.3774,0.3945,0.3595,0.3713,5240055.0,-0.014073287307488025
2021-06-06,0.3721,0.3767,0.367,0.3716,2042816.4,0.0008079719903042459
2021-06-07,0.3716,0.38,0.3277,0.3315,6848427.1,-0.1079117330462862
2021-06-08,0.3307,0.3415,0.2961,0.3261,6972094.3,-0.01628959276018105
2021-06-09,0.3278,0.3541,0.3125,0.3427,4112678.1,0.05090463048144733
2021-06-10,0.3426,0.3453,0.3228,0.3261,3187531.9,-0.048438867814414976
2021-06-11,0.3262,0.3336,0.3111,0.318,1980526.2,-0.02483900643974235
2021-06-12,0.3182,0.3191,0.301,0.312,2277748.0,-0.018867924528301883
2021-06-13,0.3112,0.3304,0.3077,0.3242,1847685.7,0.039102564102563964
2021-06-14,0.3254,0.3377,0.3198,0.3274,1947603.9,0.009870450339296788
2021-06-15,0.3274,0.3304,0.3167,0.3201,1910487.9,-0.02229688454489931
2021-06-16,0.32,0.3212,0.3051,0.3076,2607075.0,-0.03905029678225558
2021-06-17,0.3083,0.314,0.303,0.3063,1548610.5,-0.004226267880363954
2021-06-18,0.3055,0.3074,0.2798,0.2925,5233986.1,-0.04505386875612161
2021-06-19,0.2916,0.2977,0.2856,0.2856,1026513.3,-0.023589743589743417
2021-06-20,0.2855,0.2896,0.2558,0.2804,2533523.2,-0.018207282913165423
2021-06-21,0.28,0.2812,0.165,0.1787,32851697.9,-0.3626961483594864
2021-06-22,0.1805,0.2171,0.163,0.1907,27776242.5,0.06715165081141583
2021-06-23,0.1906,0.2517,0.1807,0.234,17832530.7,0.2270582066072364
2021-06-24,0.2334,0.2699,0.222,0.2658,12657350.3,0.13589743589743586
2021-06-25,0.2659,0.2896,0.229,0.2376,27953179.5,-0.1060948081264107
2021-06-26,0.2382,0.2552,0.2306,0.2462,5617525.0,0.036195286195286114
2021-06-27,0.2468,0.2672,0.2403,0.2647,5324839.9,0.07514216084484149
2021-06-28,0.2642,0.2667,0.25,0.2572,7133612.3,-0.028333962976955118
2021-06-29,0.2571,0.2755,0.2528,0.2614,3802276.8,0.016329704510108956
2021-06-30,0.2612,0.2623,0.2379,0.2532,4201731.0,-0.03136954858454488
2021-07-01,0.2531,0.2616,0.2383,0.2437,7070212.2,-0.03751974723538698
2021-07-02,0.2435,0.2487,0.2387,0.2453,2665768.1,0.0065654493229379
2021-07-03,0.2455,0.2499,0.2422,0.2459,1353981.9,0.0024459845087647647
2021-07-04,0.2457,0.2529,0.2436,0.2458,1347815.7,-0.0004066693777958763
2021-07-05,0.2458,0.2461,0.225,0.231,3351285.8,-0.06021155410903167
2021-07-06,0.2312,0.2419,0.2296,0.2343,2037428.6,0.014285714285714235
2021-07-07,0.2336,0.2381,0.221,0.2235,2579228.9,-0.04609475032010246
2021-07-08,0.2232,0.2248,0.2017,0.2059,4955191.6,-0.07874720357941833
2021-07-09,0.2064,0.2299,0.1955,0.2197,9789732.4,0.06702282661486159
2021-07-10,0.2197,0.228,0.2099,0.2137,2098318.6,-0.0273099681383705
2021-07-11,0.2131,0.219,0.2109,0.2159,657893.9,0.010294805802526952
2021-07-12,0.216,0.2186,0.2042,0.2073,1782883.2,-0.03983325613710054
2021-07-13,0.2073,0.2095,0.1978,0.1996,3400729.3,-0.037144235407621906
2021-07-14,0.1991,0.2045,0.1878,0.1979,2624602.0,-0.008517034068136309
2021-07-15,0.1979,0.2006,0.1805,0.1855,2204095.7,-0.06265790803436078
2021-07-16,0.1856,0.1881,0.1712,0.172,1898429.7,-0.07277628032345018
2021-07-17,0.172,0.2055,0.1689,0.1875,7672344.8,0.0901162790697676
2021-07-18,0.1867,0.196,0.1805,0.1824,2308587.2,-0.027200000000000002
2021-07-19,0.1821,0.1842,0.1705,0.1739,1401678.2,-0.04660087719298245
2021-07-20,0.1733,0.18,0.1601,0.1706,6238884.9,-0.018976423231742312
2021-07-21,0.1703,0.2146,0.1685,0.1901,21808897.4,0.11430246189917925
2021-07-22,0.1897,0.1964,0.1865,0.1911,2233615.1,0.005260389268805898
2021-07-23,0.191,0.1998,0.1832,0.195,1721755.8,0.020408163265306145
2021-07-24,0.1952,0.2042,0.1912,0.1971,5061386.1,0.010769230769230642
2021-07-25,0.1963,0.2006,0.1914,0.1981,2601881.5,0.005073566717402445
2021-07-26,0.198,0.2329,0.1974,0.2036,30136227.7,0.027763755678950064
2021-07-27,0.2032,0.2093,0.1953,0.2061,13890486.5,0.012278978388998052
2021-07-28,0.2058,0.2137,0.2018,0.2058,7212105.3,-0.0014556040756913413
2021-07-29,0.2059,0.2065,0.2004,0.2047,3426163.8,-0.005344995140913578
