timestamp,IJS,IWD,VLUE,VBR,XSVM,VTV,QUAL,SIZE,VUG,VTI,MTUM,^GSPC
05/04/21,,,,,,,,,,,,
05/05/21,0.0010546897850607362,0.0034655576882063333,0.007622785957704714,0.0020125018890617685,0.004386824869013539,0.005083576526967892,-0.0006267014745446886,0.0010350099673417379,-0.005276410112912799,-0.0001852347440650659,-0.005426705838254886,0.0007034637617677753
05/06/21,0.009097855544744515,0.008226210931803202,0.010307348046225684,0.006771097582370933,0.006948582235687395,0.008670608284022663,0.0075246421091021976,0.0019086245601351859,0.004146181333991805,0.005097194131742588,0.001558853134727478,0.008165456466051824
05/07/21,0.008351443600069786,0.007598390961542467,0.009546992168117052,0.011057192242494018,0.010055161137458413,0.007234925544477022,0.007701917495678945,0.011350986099301075,0.00840715713185225,0.008482781211032409,0.01005747653438882,0.007373341616968343
05/10/21,-0.016188371571531857,-0.001112652127384206,-0.006860849642846278,-0.010767226473936242,-0.01912943723497207,0.0014225213312637486,-0.009032636519223147,-0.006592843264392467,-0.020989830180919933,-0.011748601575148343,-0.025426865463179626,-0.010435647322188157
05/11/21,-0.007079179890245535,-0.012809506674458682,-0.012976048137856022,-0.010428557004117156,-0.007960201490258667,-0.013493503623381087,-0.008569618269343882,-0.008848941238509211,-0.002901533055583494,-0.008048937282669644,0.0020678255967820913,-0.00867391280271812
05/12/21,-0.031024255529539135,-0.01930665142437271,-0.02544209197348324,-0.029657303368215926,-0.0353058029771155,-0.016125580946568352,-0.022080870601025815,-0.024232615373054434,-0.026188620730229095,-0.022523749806435234,-0.030830954388425202,-0.021449400664502738
05/13/21,0.026747629630017755,0.014061998044892832,0.016983718946859794,0.02083083416136078,0.03243929707665516,0.014268133216009948,0.014061795929840137,0.012825792620827725,0.007489704682773546,0.011020466333874657,0.0029432852407200727,0.012173141406923493
05/14/21,0.021014881228877957,0.013173670310326457,0.014886770993295162,0.0193011302620969,0.020543634476765327,0.011109477770693044,0.014025524684457613,0.017180052406158497,0.02053012855527636,0.01708200372279811,0.023476397165207663,0.014917956876899785
05/17/21,0.005501364228244654,-0.0009954122546418365,0.002162735343244959,0.003365171754817098,0.01085462913795543,0.0008560699753703549,-0.004454209134819753,-0.001744486217537311,-0.005850244012768457,-0.0021342476649326425,-0.006405544290127518,-0.0025300521932207776
05/18/21,-0.01273473563329397,-0.009154283371034966,-0.012666360242451935,-0.011709738109871637,-0.0138619588608635,-0.009552262004900669,-0.008241713103685044,-0.0065930685197873595,-0.006302273654781643,-0.007811000270915303,-0.004973160674238586,-0.008517292959364653
05/19/21,-0.007930339414139231,-0.005845087812507033,-0.0028510530502394715,-0.010525726975292193,-0.011878762465517778,-0.005829904294625821,-0.0014246204822824238,-0.005437393960641357,0.0003437777003336695,-0.00290539032645154,0.0002468084545370619,-0.002943411456817757
05/20/21,-0.0001927377622881199,0.005373843195097372,0.007910181502909008,0.00046482188786423073,-0.003406037697297859,0.004922897928736125,0.011492385208964562,0.010532287460695233,0.017492424860896305,0.010856209242571024,0.02227017829982203,0.010554741756143349
05/21/21,0.007513752729242151,0.003647031260652911,0.004254804180465976,0.0039510893310155115,0.010052273715811744,0.003601957064108152,-0.001488828838558054,0.0011137916279619908,-0.004654546803738335,-0.0005577408323818034,-0.003922439713133108,-0.0007838806801412357
05/24/21,0.002964111070036912,0.005764017524093168,0.00630812142657966,0.004571950628120103,0.010151228945972202,0.004091719234452285,0.009495376955225066,0.007549873504906213,0.016404488020967056,0.010094306413305665,0.017205669588593153,0.009911292190138532
05/25/21,-0.015824763407377485,-0.005544279325272128,-0.008701240197545035,-0.010081670281300581,-0.002364594395472319,-0.006219618969396601,-0.0013214353970876225,-0.005679089610643118,0.0018922988445413402,-0.002763100215820158,0.00172745039568456,-0.0021252837802967495
05/26/21,0.021115910843390484,0.0028815173982912334,0.005285464453836042,0.014141687473284703,0.03693469658765247,0.0018703551079712888,0.0018682504760332286,0.005473654691054097,0.002259125814741969,0.0036020555292630707,0.007431984396625069,0.0018768165702687245
05/27/21,0.012900662326739365,0.005371865548281507,0.009388694867265013,0.010673737260715743,0.017142860984997288,0.0034465082102503874,0.00046608506332601607,0.005680309189106225,-0.0017737575194376465,0.0018406133458177543,0.00560653213054052,0.0011653145418315525
05/28/21,-0.0032776295615102313,0.001056087330571609,-0.0024183313987133914,-0.00011341664810227137,-0.01760304420294856,0.0014311605467296484,0.0011648524686616035,0.0019613606104924575,0.0026653068201372143,0.001699444750316692,0.0,0.0007688818911402162
06/01/21,0.019355348256188565,0.003413391952588052,0.003916086720661349,0.01306063687287562,0.029355752341012176,0.0010002088398481934,-0.0020167365294022632,0.0012527520626091082,-0.003470136369711163,0.00041265959469249935,0.007101469639654523,-0.0004923335226864056
06/02/21,9.219329367726736e-05,0.0009276690146078348,0.0033435521205078533,0.002634568347928745,0.008703618440572658,0.002498538551790608,0.00450795111272928,0.001016514568311866,0.0011112299911946177,0.0013291324369784085,-0.002680595509672923,0.0014469348384307246
06/03/21,-0.006451631138197356,-0.0009268092423913021,0.0004629719370601304,-0.006149652045951304,-0.017073566064048085,0.001993894795964346,-0.002863051878150613,-0.0036715574124623895,-0.009325068158884786,-0.004439889702641198,-0.006485970838467026,-0.0036287033416374515
06/04/21,0.002226436864361636,0.004453164742646898,0.00592136844616431,0.0017999684093743529,-0.003175182254494424,0.0031977146258159728,0.010243090281985445,0.007448709394019426,0.013558985283879554,0.008689575545459682,0.00993937915607579,0.008834095710505974
06/07/21,0.008885453954738498,-0.003263629664103318,-0.002391490879419922,0.004267600987561515,0.01667600975129946,-0.0014166511361998202,0.0005375643487468551,0.00031120416937779893,0.0018795368400490453,0.0008204287915754005,0.0004075720016423201,-0.0007967387044511831
06/08/21,0.013211049493228044,0.0002472384514340398,-0.0011984628188036472,0.010679241065121747,0.017508297958251928,-0.0013481486384483432,-0.0009211985258656963,0.0024119682325778324,0.0011401955341603376,0.0020496054207026493,-0.0005818909287840235,0.00017502486450582388
06/09/21,-0.008511445424905895,-0.004261627556400471,-0.005815679197098578,-0.008740908476724263,-0.016120314814833225,-0.0032671882126582563,-0.0019209632768183438,-0.004113686675681905,0.000220515875497318,-0.002818115230013407,-0.008212614227011583,-0.0018238673194856947
06/10/21,-0.016219258651583024,-0.0006537221990824404,-0.0010353821894294457,-0.008036385853300243,-0.04050067645417432,-0.0003564795179665792,0.005775430002093795,0.004166128897560739,0.009477141981822479,0.004421213396803347,-0.0009050714725069575,0.004652243012262192
06/11/21,0.008838964291287832,0.0026786740947504217,0.003268080685701724,0.009226841434438526,0.015349122610567756,0.0007127560938589017,0.00199594270336223,0.0038141076314284206,0.003711520652274425,0.0029495557544234607,0.004941217253896957,0.0019484346695590737
06/14/21,-0.008761521515475268,-0.005156522985854228,-0.007631467596318053,-0.010870842043773532,-0.011526866189675022,-0.004915496451778356,0.0020688067034535518,-0.002326296436944042,0.008665184039272411,0.0015384122896562324,-0.0040389163567382536,0.0018152018730952513
06/15/21,0.00409374465772272,0.0009367070327506166,0.0020631017946335373,0.0017473520585706837,0.000764642418699335,0.001217239695213701,-0.0025996305913932316,-0.0020207962041761673,-0.005714986754775775,-0.002620289998363501,-0.005054218839436686,-0.0020116937805257917
06/16/21,0.0009266660196651788,-0.00648864144815986,-0.009639471909517416,-0.003938586904433272,-0.0017190185381135148,-0.006936078890832698,-0.008049083083814357,-0.00521802777534941,-0.003759570188079042,-0.0049822373244429174,-0.002481109084321864,-0.005390124612855707
06/17/21,-0.02601370431314587,-0.01249685249409116,-0.014553091876023272,-0.022537091406160892,-0.0252583887356298,-0.012312701379531,0.0017002150806813,-0.004227643692389149,0.012554870746914748,-0.0009559033401077555,-0.009533861770392171,-0.00043571559205179966
06/18/21,-0.027944104632081745,-0.018759902121200156,-0.01917915131049497,-0.022652401013458556,-0.030231622188417462,-0.019319105834781358,-0.012961034156874218,-0.013444396920839985,-0.0071315908353534185,-0.012393572269415176,-0.013810875967448344,-0.013124468779900589
